,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Outlet_Sales,High,Medium,Small,Tier 1,Tier 2,Tier 3
12,NCC54,17.6,0,0.171079215,10,240.4196,10,1985,3,,0,0,1,1,0,0
13,FDU11,4.785,0,0.092737611,13,122.3098,1,1999,1,,0,1,0,1,0,0
14,DRL59,16.75,0,0.021206464,11,52.0298,4,1987,1,,1,0,0,0,0,1
15,FDM24,6.135,1,0.0794507,6,151.6366,1,1999,1,,0,1,0,1,0,0
16,FDI57,19.85,0,0.05413521,16,198.7768,6,2002,1,,0,1,0,0,1,0
17,DRC12,17.85,0,0.037980963,2,192.2188,2,2009,2,,0,1,0,0,0,1
18,NCM42,17.6,0,0.028184344,5,109.6912,5,1985,4,,0,1,0,0,0,1
19,FDA46,13.6,0,0.196897637,7,193.7136,3,1998,3,,0,1,0,0,0,1
20,FDA31,7.1,0,0.109920138,4,175.008,4,1987,1,,1,0,0,0,0,1
21,NCJ31,19.2,0,0.182619235,15,239.9196,9,2004,1,,0,0,1,0,1,0
22,FDG52,13.65,0,0.065630844,8,47.7402,8,1997,1,,0,0,1,1,0,0
23,NCL19,17.6,0,0.027447057,15,142.347,10,1985,3,,0,0,1,1,0,0
24,FDS10,19.2,0,0.035178935,7,180.7318,9,2004,1,,0,0,1,0,1,0
25,FDX22,6.785,1,0.038455125,7,209.4928,3,1998,3,,0,1,0,0,0,1
26,NCF19,13.0,0,0.035102094,5,47.6034,9,2004,1,,0,0,1,0,1,0
27,NCE06,5.825,0,0.091485232,5,161.3894,8,1997,1,,0,0,1,1,0,0
28,DRC27,13.8,0,0.058102469,1,244.6802,8,1997,1,,0,0,1,1,0,0
29,FDE21,12.8,0,0.022940349,4,116.5492,9,2004,1,,0,0,1,0,1,0
30,NCR42,17.6,0,0.06737681,5,32.09,10,1985,3,,0,0,1,1,0,0
31,FDX51,9.5,1,0.022148582,3,194.9452,2,2009,2,,0,1,0,0,0,1
32,NCR06,12.5,0,0.006792707,5,42.4112,2,2009,2,,0,1,0,0,0,1
33,FDU31,17.6,1,0.024870035,4,217.7508,5,1985,4,,0,1,0,0,0,1
34,FDU59,5.78,0,0.096931426,13,164.2552,7,2007,1,,0,1,0,0,1,0
35,FDR03,17.6,1,0.008693632,3,205.098,5,1985,4,,0,1,0,0,0,1
36,FDS49,17.6,0,0.078961284,12,80.3644,5,1985,4,,0,1,0,0,0,1
37,FDD48,10.395,0,0.050479463,6,114.0176,3,1998,3,,0,1,0,0,0,1
38,NCF18,18.35,0,0.089485918,5,192.1504,7,2007,1,,0,1,0,0,1,0
39,NCD43,17.6,0,0.01594238,5,103.3964,5,1985,4,,0,1,0,0,0,1
40,NCD54,21.1,0,0.029127115,5,143.3786,2,2009,2,,0,1,0,0,0,1
41,FDY19,19.75,0,0.069236421,4,116.6466,3,1998,3,,0,1,0,0,0,1
42,NCY54,8.43,0,0.178699961,5,173.9422,7,2007,1,,0,1,0,0,1,0
43,NCL19,15.35,0,0.015740089,15,144.847,2,2009,2,,0,1,0,0,0,1
44,FDP23,6.71,0,0.059565107,13,217.2166,3,1998,3,,0,1,0,0,0,1
45,FDC26,10.195,0,0.126277921,12,112.1886,4,1987,1,,1,0,0,0,0,1
46,FDR14,11.65,0,0.291322397,1,55.8298,3,1998,3,,0,1,0,0,0,1
47,NCS41,12.85,0,0.053433908,10,183.2608,9,2004,1,,0,0,1,0,1,0
48,FDF41,12.15,0,0.131155007,8,248.146,9,2004,1,,0,0,1,0,1,0
49,FDU34,18.25,0,0.075194929,7,124.9046,8,1997,1,,0,0,1,1,0,0
50,DRH11,5.98,0,0.075557965,11,57.0614,8,1997,1,,0,0,1,1,0,0
51,FDM03,12.65,0,0.122928415,3,106.6938,4,1987,1,,1,0,0,0,0,1
52,FDS31,13.1,1,0.044442342,4,181.0318,7,2007,1,,0,1,0,0,1,0
53,FDJ20,20.7,1,0.100741569,4,122.3388,7,2007,1,,0,1,0,0,1,0
54,FDV44,17.6,1,0.039651481,4,188.7188,5,1985,4,,0,1,0,0,0,1
55,FDG02,7.855,0,0.011278673,12,188.8188,1,1999,1,,0,1,0,1,0,0
56,FDA09,13.35,1,0.0,7,179.666,4,1987,1,,1,0,0,0,0,1
57,FDT04,17.25,0,0.106952661,8,38.3822,4,1987,1,,1,0,0,0,0,1
58,FDL58,17.6,1,0.129825457,7,263.2568,10,1985,3,,0,0,1,1,0,0
59,FDE52,10.395,1,0.029947409,1,90.1514,6,2002,1,,0,1,0,0,1,0
60,FDW12,8.315,1,0.035565457,6,144.8444,9,2004,1,,0,0,1,0,1,0
61,FDL51,20.7,1,0.047760002,1,214.9876,7,2007,1,,0,1,0,0,1,0
62,NCY42,17.6,0,0.015089147,5,141.347,5,1985,4,,0,1,0,0,0,1
63,FDR07,21.35,0,0.07818366,4,96.8094,7,2007,1,,0,1,0,0,1,0
64,FDN40,5.88,0,0.086632125,8,152.6998,6,2002,1,,0,1,0,0,1,0
65,FDB35,17.6,1,0.064306056,14,90.3804,5,1985,4,,0,1,0,0,0,1
66,FDA22,7.435,0,0.08493006,14,165.8158,7,2007,1,,0,1,0,0,1,0
67,NCL06,14.65,0,0.072066634,5,262.5594,8,1997,1,,0,0,1,1,0,0
68,FDI35,14.0,0,0.041256807,14,181.2634,4,1987,1,,1,0,0,0,0,1
69,NCW42,18.2,0,0.058587558,5,221.6456,6,2002,1,,0,1,0,0,1,0
70,NCX06,17.6,0,0.015711434,5,180.0976,1,1999,1,,0,1,0,1,0,0
71,FDC37,17.6,0,0.032714163,6,108.1938,5,1985,4,,0,1,0,0,0,1
72,FDZ14,7.71,1,0.047782552,1,122.3756,2,2009,2,,0,1,0,0,0,1
73,DRG49,7.81,0,0.067560171,2,245.2486,1,1999,1,,0,1,0,1,0,0
74,NCG06,16.35,0,0.029505077,5,256.2646,6,2002,1,,0,1,0,0,1,0
75,DRC36,13.0,1,0.045076104,2,173.7054,6,2002,1,,0,1,0,0,1,0
76,FDV21,17.6,0,0.299544153,7,124.8704,10,1985,3,,0,0,1,1,0,0
77,FDB53,13.35,0,0.139452413,8,148.6392,8,1997,1,,0,0,1,1,0,0
78,DRP47,17.6,0,0.246178257,11,252.4382,10,1985,3,,0,0,1,1,0,0
79,FDA14,16.1,0,0.065128984,1,145.176,4,1987,1,,1,0,0,0,0,1
80,DRC24,17.85,0,0.024816585,2,152.6998,9,2004,1,,0,0,1,0,1,0
81,FDW21,5.34,1,0.005988175,7,100.6358,2,2009,2,,0,1,0,0,0,1
82,NCH29,5.51,0,0.034473804,10,97.3726,8,1997,1,,0,0,1,1,0,0
83,FDU58,6.61,1,0.028987582,7,188.6898,4,1987,1,,1,0,0,0,0,1
84,FDY27,6.38,0,0.032078604,1,177.6344,7,2007,1,,0,1,0,0,1,0
85,FDV56,16.1,1,0.013593151,4,108.9596,9,2004,1,,0,0,1,0,1,0
86,FDT59,13.65,0,0.015911432,13,230.5668,8,1997,1,,0,0,1,1,0,0
87,FDB23,19.2,1,0.005588601,14,225.5062,8,1997,1,,0,0,1,1,0,0
88,FDR49,8.71,0,0.139510771,12,46.2376,6,2002,1,,0,1,0,0,1,0
89,FDB03,17.75,1,0.262504325,1,242.2538,3,1998,3,,0,1,0,0,0,1
90,FDN39,19.35,1,0.0,3,165.7816,6,2002,1,,0,1,0,0,1,0
91,FDX02,17.6,0,0.056783774,1,223.1404,5,1985,4,,0,1,0,0,0,1
92,FDQ16,17.6,0,0.041536279,8,107.7912,5,1985,4,,0,1,0,0,0,1
93,FDU35,6.44,0,0.079538056,13,99.47,2,2009,2,,0,1,0,0,0,1
94,NCT29,12.6,0,0.064057374,10,122.1414,4,1987,1,,1,0,0,0,0,1
95,FDZ27,7.935,0,0.017156262,1,48.135,8,1997,1,,0,0,1,1,0,0
96,FDN57,18.25,0,0.054540968,7,140.4154,7,2007,1,,0,1,0,0,1,0
97,FDA03,18.5,1,0.045648973,1,145.6102,2,2009,2,,0,1,0,0,0,1
98,FDZ36,6.035,1,0.065917194,6,185.724,6,2002,1,,0,1,0,0,1,0
99,NCU05,11.8,0,0.058687359,10,81.1618,4,1987,1,,1,0,0,0,0,1
100,FDT39,6.26,1,0.009908113,3,151.1366,2,2009,2,,0,1,0,0,0,1
101,FDK60,16.5,1,0.094395215,6,97.2068,7,2007,1,,0,1,0,0,1,0
102,FDZ25,15.7,1,0.02777326,12,169.279,7,2007,1,,0,1,0,0,1,0
103,FDG12,6.635,1,0.006326106,6,122.1098,8,1997,1,,0,0,1,1,0,0
104,DRB01,17.6,0,0.143990546,2,191.553,10,1985,3,,0,0,1,1,0,0
105,NCC43,17.6,0,0.09233359,5,250.6066,5,1985,4,,0,1,0,0,0,1
106,FDX13,17.6,0,0.083661793,12,248.6092,10,1985,3,,0,0,1,1,0,0
107,FDM22,14.0,1,0.042022999,7,53.064,1,1999,1,,0,1,0,1,0,0
108,FDJ03,17.6,1,0.072044336,1,48.8692,5,1985,4,,0,1,0,0,0,1
109,FDU14,17.75,0,0.0,1,249.775,2,2009,2,,0,1,0,0,0,1
110,FDB33,17.75,0,0.024404214,4,159.0262,3,1998,3,,0,1,0,0,0,1
111,FDP27,8.155,0,0.119450639,3,190.653,8,1997,1,,0,0,1,1,0,0
112,FDO38,17.25,0,0.121917641,12,76.6986,3,1998,3,,0,1,0,0,0,1
113,FDE28,17.6,1,0.131905128,8,232.0668,5,1985,4,,0,1,0,0,0,1
114,FDO27,6.175,1,0.179043614,3,95.3752,9,2004,1,,0,0,1,0,1,0
115,DRL23,17.6,0,0.0152302,11,107.0938,5,1985,4,,0,1,0,0,0,1
116,FDS28,8.18,1,0.082401592,8,55.9588,8,1997,1,,0,0,1,1,0,0
117,FDX24,8.355,0,0.013917468,6,92.5462,4,1987,1,,1,0,0,0,0,1
118,FDZ02,6.905,1,0.038140213,1,96.3726,9,2004,1,,0,0,1,0,1,0
119,FDL46,20.35,0,0.054166556,7,116.9466,6,2002,1,,0,1,0,0,1,0
120,FDS60,17.6,0,0.03229139,6,178.766,5,1985,4,,0,1,0,0,0,1
121,NCO06,19.25,0,0.108641498,5,33.0558,7,2007,1,,0,1,0,0,1,0
122,FDO16,5.48,0,0.015105338,8,84.625,9,2004,1,,0,0,1,0,1,0
123,FDC60,5.425,1,0.114650377,6,87.3514,1,1999,1,,0,1,0,1,0,0
124,FDA48,12.1,0,0.115342009,6,220.2114,2,2009,2,,0,1,0,0,0,1
125,FDZ36,17.6,1,0.0,6,186.424,5,1985,4,,0,1,0,0,0,1
126,FDK27,11.0,0,0.00896468,3,120.6756,6,2002,1,,0,1,0,0,1,0
127,FDW23,5.765,0,0.082346376,6,38.8164,2,2009,2,,0,1,0,0,0,1
128,FDM14,13.8,0,0.013318,12,110.1254,2,2009,2,,0,1,0,0,0,1
129,FDM14,13.8,0,0.01325293,12,108.2254,4,1987,1,,1,0,0,0,0,1
130,FDW60,5.44,1,0.017131453,6,177.837,2,2009,2,,0,1,0,0,0,1
131,FDE21,12.8,0,0.022925594,4,116.4492,4,1987,1,,1,0,0,0,0,1
132,NCM42,6.13,0,0.028316137,5,109.3912,9,2004,1,,0,0,1,0,1,0
133,FDY59,8.195,0,0.052562923,6,93.9462,3,1998,3,,0,1,0,0,0,1
134,DRI49,14.15,0,0.1837926,2,81.3276,1,1999,1,,0,1,0,1,0,0
135,FDT28,17.6,0,0.111296158,8,151.2708,10,1985,3,,0,0,1,1,0,0
136,FDQ22,16.75,0,0.029860799,7,39.5822,2,2009,2,,0,1,0,0,0,1
137,FDR60,14.3,0,0.130617879,6,76.5328,1,1999,1,,0,1,0,1,0,0
138,FDC50,17.6,0,0.238990225,12,94.7094,10,1985,3,,0,0,1,1,0,0
139,FDV24,5.635,0,0.103186396,6,151.805,4,1987,1,,1,0,0,0,0,1
140,DRF48,5.73,0,0.0,2,188.3898,3,1998,3,,0,1,0,0,0,1
141,FDQ47,7.155,1,0.168186376,13,36.5874,8,1997,1,,0,0,1,1,0,0
142,DRN36,15.2,0,0.050255855,2,97.3752,1,1999,1,,0,1,0,1,0,0
143,NCY06,15.25,0,0.061173235,5,128.5968,9,2004,1,,0,0,1,0,1,0
144,FDE52,10.395,1,0.029881147,1,89.5514,9,2004,1,,0,0,1,0,1,0
145,NCB54,8.76,0,0.050154219,10,126.9336,6,2002,1,,0,1,0,0,1,0
146,NCF31,9.13,0,0.051837621,5,152.6024,9,2004,1,,0,0,1,0,1,0
147,FDJ08,17.6,0,0.11013617,4,189.7846,5,1985,4,,0,1,0,0,0,1
148,NCC07,19.6,0,0.024086626,5,106.0964,7,2007,1,,0,1,0,0,1,0
149,NCD19,17.6,0,0.013115567,5,53.7614,5,1985,4,,0,1,0,0,0,1
150,FDL46,20.35,0,0.0,7,118.9466,1,1999,1,,0,1,0,1,0,0
151,FDM20,10.0,0,0.038764258,4,246.2144,6,2002,1,,0,1,0,0,1,0
152,NCI06,11.3,0,0.07986963,5,180.466,3,1998,3,,0,1,0,0,0,1
153,DRM11,6.57,0,0.066057085,11,259.3278,9,2004,1,,0,0,1,0,1,0
154,NCH07,13.15,0,0.093044518,5,158.4604,2,2009,2,,0,1,0,0,0,1
155,FDS23,4.635,0,0.140771867,13,129.4994,4,1987,1,,1,0,0,0,0,1
156,FDO49,10.6,1,0.033186809,9,49.1008,2,2009,2,,0,1,0,0,0,1
157,FDS35,9.3,0,0.11139344,13,65.2826,1,1999,1,,0,1,0,1,0,0
158,DRK39,7.02,0,0.049966527,1,82.525,6,2002,1,,0,1,0,0,1,0
159,DRI39,13.8,0,0.097212998,1,58.293,1,1999,1,,0,1,0,1,0,0
160,FDV04,7.825,1,0.150863781,8,158.0288,7,2007,1,,0,1,0,0,1,0
161,NCN14,19.1,0,0.091900406,15,182.5608,9,2004,1,,0,0,1,0,1,0
162,FDH08,7.51,0,0.017414576,4,231.101,4,1987,1,,1,0,0,0,0,1
163,FDS20,8.85,0,0.053866912,4,183.0292,8,1997,1,,0,0,1,1,0,0
164,FDV40,17.35,0,0.014714625,8,75.4038,1,1999,1,,0,1,0,1,0,0
165,FDZ48,17.75,0,0.127140836,6,110.5544,3,1998,3,,0,1,0,0,0,1
166,FDS24,17.6,1,0.061923154,6,87.5514,5,1985,4,,0,1,0,0,0,1
167,FDK44,16.6,0,0.122417514,4,174.3738,1,1999,1,,0,1,0,1,0,0
168,FDS48,15.15,0,0.0,6,150.4708,6,2002,1,,0,1,0,0,1,0
169,FDK26,5.46,1,0.053858378,12,186.924,3,1998,3,,0,1,0,0,0,1
170,FDD23,9.5,1,0.048784266,14,188.5898,6,2002,1,,0,1,0,0,1,0
171,NCH54,13.5,0,0.073080167,5,161.492,7,2007,1,,0,1,0,0,1,0
172,NCP14,8.275,0,0.184602443,5,106.5306,3,1998,3,,0,1,0,0,0,1
173,FDM60,10.8,1,0.080582001,6,39.4138,3,1998,3,,0,1,0,0,0,1
174,FDV24,5.635,0,0.103856487,6,151.305,7,2007,1,,0,1,0,0,1,0
175,FDH08,7.51,0,0.017500079,4,228.801,2,2009,2,,0,1,0,0,0,1
176,FDS12,17.6,0,0.173275373,6,127.6362,5,1985,4,,0,1,0,0,0,1
177,FDR39,17.6,0,0.083393481,3,180.6292,5,1985,4,,0,1,0,0,0,1
178,FDP12,17.6,1,0.0450476,6,36.4874,5,1985,4,,0,1,0,0,0,1
179,DRF60,17.6,0,0.051816577,2,236.4564,5,1985,4,,0,1,0,0,0,1
180,FDC09,15.5,1,0.026297031,4,102.7332,9,2004,1,,0,0,1,0,1,0
181,FDF50,4.905,0,0.117808305,12,198.5768,2,2009,2,,0,1,0,0,0,1
182,FDG28,9.285,1,0.049270974,8,243.9144,9,2004,1,,0,0,1,0,1,0
183,NCE19,8.97,0,0.093540749,5,55.4956,7,2007,1,,0,1,0,0,1,0
184,NCM53,18.75,0,0.087105823,10,108.228,3,1998,3,,0,1,0,0,0,1
185,NCN18,8.895,0,0.0,5,110.9544,1,1999,1,,0,1,0,1,0,0
186,FDF32,16.35,0,0.068068082,4,199.1426,9,2004,1,,0,0,1,0,1,0
187,FDF11,10.195,1,0.01761655,14,239.4538,4,1987,1,,1,0,0,0,0,1
188,DRI59,9.5,0,0.040898157,11,225.2088,1,1999,1,,0,1,0,1,0,0
189,NCG54,12.1,0,0.079791176,5,169.5106,9,2004,1,,0,0,1,0,1,0
190,FDM44,12.5,0,0.031049674,4,101.399,8,1997,1,,0,0,1,1,0,0
191,FDT57,15.2,0,0.019112323,7,236.2248,2,2009,2,,0,1,0,0,0,1
192,FDV24,5.635,0,0.103272336,6,151.205,8,1997,1,,0,0,1,1,0,0
193,FDI50,17.6,1,0.054001526,12,227.8352,10,1985,3,,0,0,1,1,0,0
194,FDS09,8.895,1,0.081073148,7,51.2008,9,2004,1,,0,0,1,0,1,0
195,NCC31,17.6,0,0.019774239,5,154.5972,5,1985,4,,0,1,0,0,0,1
196,FDQ07,17.6,1,0.153038134,4,219.0456,10,1985,3,,0,0,1,1,0,0
197,FDC22,6.89,1,0.13720009,7,191.882,7,2007,1,,0,1,0,0,1,0
198,FDZ56,16.25,0,0.02573698,4,169.3474,8,1997,1,,0,0,1,1,0,0
199,FDZ40,17.6,0,0.070354806,8,53.9298,10,1985,3,,0,0,1,1,0,0
200,FDS46,17.6,1,0.047028483,7,118.3782,5,1985,4,,0,1,0,0,0,1
201,DRD24,13.85,0,0.030857538,2,140.6154,6,2002,1,,0,1,0,0,1,0
202,FDV45,16.75,0,0.045302246,7,189.1556,7,2007,1,,0,1,0,0,1,0
203,FDL26,18.0,0,0.073341257,12,155.7972,6,2002,1,,0,1,0,0,1,0
204,FDA56,9.21,0,0.00880049,4,123.0414,2,2009,2,,0,1,0,0,0,1
205,FDN27,20.85,0,0.039562497,3,118.1808,8,1997,1,,0,0,1,1,0,0
206,FDM20,10.0,0,0.038745948,4,245.0144,1,1999,1,,0,1,0,1,0,0
207,FDO16,5.48,0,0.015193653,8,82.825,7,2007,1,,0,1,0,0,1,0
208,FDL03,19.25,1,0.027075481,3,195.611,9,2004,1,,0,0,1,0,1,0
209,FDE58,18.5,0,0.052068722,7,117.0124,8,1997,1,,0,0,1,1,0,0
210,FDI02,17.6,1,0.114010306,12,112.2202,5,1985,4,,0,1,0,0,0,1
211,NCC55,17.6,0,0.111641021,5,38.8848,10,1985,3,,0,0,1,1,0,0
212,FDR03,15.7,1,0.008771522,3,205.798,2,2009,2,,0,1,0,0,0,1
213,FDB14,20.25,1,0.103304968,12,92.612,7,2007,1,,0,1,0,0,1,0
214,FDR45,10.8,0,0.028919203,7,240.9222,4,1987,1,,1,0,0,0,0,1
215,NCN07,18.5,0,0.034136703,15,130.0284,7,2007,1,,0,1,0,0,1,0
216,FDM51,17.6,1,0.045393469,3,102.2674,10,1985,3,,0,0,1,1,0,0
217,FDT52,17.6,1,0.047199898,8,244.9144,5,1985,4,,0,1,0,0,0,1
218,FDL26,18.0,0,0.07319282,12,154.2972,8,1997,1,,0,0,1,1,0,0
219,NCZ42,10.5,0,0.011287929,5,238.9248,8,1997,1,,0,0,1,1,0,0
220,DRI47,17.6,0,0.036628533,11,145.6128,10,1985,3,,0,0,1,1,0,0
221,FDW40,14.0,1,0.105057952,8,141.1812,4,1987,1,,1,0,0,0,0,1
222,FDN34,15.6,1,0.0,7,169.2132,8,1997,1,,0,0,1,1,0,0
223,FDS01,11.6,0,0.017741644,12,178.3686,9,2004,1,,0,0,1,0,1,0
224,NCG55,16.25,0,0.039225553,5,116.2176,6,2002,1,,0,1,0,0,1,0
225,FDC11,20.5,0,0.141766029,14,87.4172,9,2004,1,,0,0,1,0,1,0
226,FDX35,5.035,1,0.080236064,13,226.4036,2,2009,2,,0,1,0,0,0,1
227,NCB06,17.6,0,0.082332074,10,160.392,8,1997,1,,0,0,1,1,0,0
228,FDR09,17.6,0,0.136085739,7,259.8962,10,1985,3,,0,0,1,1,0,0
229,FDC53,8.68,0,0.008885672,8,96.9384,7,2007,1,,0,1,0,0,1,0
230,FDY45,17.5,0,0.0,7,255.2356,4,1987,1,,1,0,0,0,0,1
231,FDA22,7.435,0,0.141355941,14,168.5158,3,1998,3,,0,1,0,0,0,1
232,FDE02,8.71,0,0.121227447,12,95.2778,9,2004,1,,0,0,1,0,1,0
233,FDW21,5.34,1,0.005975976,7,100.8358,6,2002,1,,0,1,0,0,1,0
234,FDV34,10.695,1,0.011425458,7,73.6038,8,1997,1,,0,0,1,1,0,0
235,FDS59,14.8,1,0.043961689,13,109.157,1,1999,1,,0,1,0,1,0,0
236,NCW17,18.0,0,0.01949589,10,127.8994,7,2007,1,,0,1,0,0,1,0
237,NCK54,12.15,0,0.029523375,5,117.215,8,1997,1,,0,0,1,1,0,0
238,FDG17,17.6,1,0.062751586,8,244.2486,10,1985,3,,0,0,1,1,0,0
239,FDG35,21.2,1,0.0,14,173.0738,7,2007,1,,0,1,0,0,1,0
240,FDD08,8.3,0,0.059175953,4,37.8506,3,1998,3,,0,1,0,0,0,1
241,NCO07,9.06,0,0.009831566,15,211.156,7,2007,1,,0,1,0,0,1,0
242,FDJ10,5.095,1,0.216762584,7,142.2838,3,1998,3,,0,1,0,0,0,1
243,FDW36,11.15,0,0.057254675,6,104.0622,7,2007,1,,0,1,0,0,1,0
244,FDW21,5.34,1,0.0,7,101.0358,3,1998,3,,0,1,0,0,0,1
245,FDY19,19.75,0,0.041598912,4,118.0466,7,2007,1,,0,1,0,0,1,0
246,DRE03,19.6,0,0.024206741,1,47.0718,4,1987,1,,1,0,0,0,0,1
247,NCC55,10.695,0,0.063862271,5,38.1848,1,1999,1,,0,1,0,1,0,0
248,FDH52,9.42,1,0.073484791,8,63.6194,3,1998,3,,0,1,0,0,0,1
249,FDO09,13.5,1,0.125983278,7,264.691,7,2007,1,,0,1,0,0,1,0
250,FDU43,19.35,1,0.058161092,4,239.4564,6,2002,1,,0,1,0,0,1,0
251,FDX09,9.0,0,0.1092139,7,175.037,3,1998,3,,0,1,0,0,0,1
252,FDH40,17.6,1,0.138195491,8,83.1276,10,1985,3,,0,0,1,1,0,0
253,FDW58,20.75,0,0.007595816,7,104.4622,7,2007,1,,0,1,0,0,1,0
254,FDC47,15.0,0,0.11956313,7,227.2694,7,2007,1,,0,1,0,0,1,0
255,NCR41,17.85,0,0.018020588,10,94.4094,9,2004,1,,0,0,1,0,1,0
256,DRG49,7.81,0,0.067442541,2,244.7486,9,2004,1,,0,0,1,0,1,0
257,FDC52,17.6,1,0.008239804,1,152.2708,5,1985,4,,0,1,0,0,0,1
258,FDY13,12.1,0,0.030127406,12,74.567,8,1997,1,,0,0,1,1,0,0
259,FDY35,17.6,1,0.016014343,13,44.0402,4,1987,1,,1,0,0,0,0,1
260,FDI35,14.0,0,0.041524729,14,181.7634,7,2007,1,,0,1,0,0,1,0
261,NCU18,15.1,0,0.055926872,5,141.4496,1,1999,1,,0,1,0,1,0,0
262,FDY33,14.5,1,0.097597084,7,158.5262,2,2009,2,,0,1,0,0,0,1
263,FDC15,17.6,0,0.177107232,1,157.5288,5,1985,4,,0,1,0,0,0,1
264,FDU01,20.25,1,0.0,12,186.4924,1,1999,1,,0,1,0,1,0,0
265,NCU42,9.0,0,0.019506654,5,169.5474,8,1997,1,,0,0,1,1,0,0
266,NCV29,11.8,0,0.022936556,10,177.6686,2,2009,2,,0,1,0,0,0,1
267,NCY30,20.25,0,0.02610006,5,182.8976,7,2007,1,,0,1,0,0,1,0
268,FDQ46,7.51,0,0.103974431,7,112.1544,1,1999,1,,0,1,0,1,0,0
269,FDG58,17.6,1,0.086360962,7,153.7972,5,1985,4,,0,1,0,0,0,1
270,FDK33,17.85,0,0.011298801,7,213.256,7,2007,1,,0,1,0,0,1,0
271,NCD07,9.1,0,0.055541153,5,115.6518,6,2002,1,,0,1,0,0,1,0
272,NCX29,17.6,0,0.088720803,10,144.4102,5,1985,4,,0,1,0,0,0,1
273,NCT42,5.88,0,0.024866609,5,148.3392,4,1987,1,,1,0,0,0,0,1
274,DRN59,15.0,0,0.064129493,11,45.906,9,2004,1,,0,0,1,0,1,0
275,FDI44,16.1,0,0.100213917,4,79.0328,9,2004,1,,0,0,1,0,1,0
276,FDA45,21.25,0,0.155621254,7,178.237,1,1999,1,,0,1,0,1,0,0
277,FDP31,21.1,1,0.161832494,4,65.7168,6,2002,1,,0,1,0,0,1,0
278,FDY01,11.8,1,0.170283492,12,115.1834,8,1997,1,,0,0,1,1,0,0
279,FDT09,15.15,1,0.012313256,7,132.8284,2,2009,2,,0,1,0,0,0,1
280,DRH03,17.6,0,0.0,1,94.812,5,1985,4,,0,1,0,0,0,1
281,FDA36,5.985,0,0.005689466,6,186.6924,2,2009,2,,0,1,0,0,0,1
282,NCF31,9.13,0,0.052140695,5,153.4024,7,2007,1,,0,1,0,0,1,0
283,FDG14,9.0,1,0.050579228,12,151.3024,1,1999,1,,0,1,0,1,0,0
284,FDG28,17.6,1,0.04904165,8,245.5144,5,1985,4,,0,1,0,0,0,1
285,FDU14,17.75,0,0.034806679,1,250.175,1,1999,1,,0,1,0,1,0,0
286,FDY47,17.6,1,0.095395258,13,131.131,10,1985,3,,0,0,1,1,0,0
287,FDI56,7.325,0,0.093530571,4,90.4146,1,1999,1,,0,1,0,1,0,0
288,DRD01,12.1,1,0.061124626,2,56.4614,4,1987,1,,1,0,0,0,0,1
289,FDM22,14.0,1,0.0,7,54.864,8,1997,1,,0,0,1,1,0,0
290,FDH33,12.85,0,0.121624114,7,42.2428,4,1987,1,,1,0,0,0,0,1
291,DRZ24,7.535,0,0.081719458,2,118.444,4,1987,1,,1,0,0,0,0,1
292,NCQ38,16.35,0,0.01336643,15,105.228,8,1997,1,,0,0,1,1,0,0
293,FDO16,17.6,0,0.015035032,8,84.025,5,1985,4,,0,1,0,0,0,1
294,FDU07,17.6,0,0.059557164,4,149.2366,5,1985,4,,0,1,0,0,0,1
295,NCB07,19.2,0,0.077443049,5,194.511,4,1987,1,,1,0,0,0,0,1
296,FDU48,18.85,0,0.055470721,6,132.1284,6,2002,1,,0,1,0,0,1,0
297,NCM43,14.5,0,0.019514867,15,165.121,6,2002,1,,0,1,0,0,1,0
298,FDR31,6.46,1,0.08228859,4,144.4102,3,1998,3,,0,1,0,0,0,1
299,DRK49,14.15,0,0.036090136,2,41.1138,2,2009,2,,0,1,0,0,0,1
300,NCI30,20.25,0,0.098645981,5,244.746,3,1998,3,,0,1,0,0,0,1
301,DRD60,15.7,0,0.03744271,2,181.1634,7,2007,1,,0,1,0,0,1,0
302,NCG19,20.25,0,0.147933567,5,235.3616,8,1997,1,,0,0,1,1,0,0
303,FDH12,9.6,0,0.084937598,6,105.028,9,2004,1,,0,0,1,0,1,0
304,FDM32,20.5,0,0.020601136,4,91.683,9,2004,1,,0,0,1,0,1,0
305,FDM27,12.35,1,0.158439388,3,156.0946,9,2004,1,,0,0,1,0,1,0
306,NCU53,17.6,0,0.0,10,165.7842,5,1985,4,,0,1,0,0,0,1
307,NCQ18,15.75,0,0.135072801,5,99.17,8,1997,1,,0,0,1,1,0,0
308,FDS10,19.2,0,0.035156307,7,179.1318,4,1987,1,,1,0,0,0,0,1
309,FDB33,17.6,0,0.014509564,4,157.4262,5,1985,4,,0,1,0,0,0,1
310,FDI12,9.395,1,0.100315391,6,85.8856,4,1987,1,,1,0,0,0,0,1
311,NCW42,18.2,0,0.058420325,5,221.4456,4,1987,1,,1,0,0,0,0,1
312,NCC06,19.0,0,0.027096298,5,128.6336,2,2009,2,,0,1,0,0,0,1
313,FDW02,4.805,1,0.037912667,1,125.8704,7,2007,1,,0,1,0,0,1,0
314,NCD43,8.85,0,0.016110572,5,104.2964,7,2007,1,,0,1,0,0,1,0
